Images,Vegan or/and Vegetarian,Meal Type,Menu Item,Calories,Protein,Carbs,Fat,Sugars,Sodium(mg),Ingredients
https://readyfitgo.com/assets/products/1655460928_its-a-wrap-3_62ac544066ecd-m.jpg,,Snack,It's a wrap,648,55,70,16,31,1008,"Chicken Salad* (Capitol Chicken* (Chicken Breast, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), Celery, Craisins ,
 Low Fat Vanilla Greek Yogurt, Mayonnaise ), Grapes, Spinach Tortilla"
https://readyfitgo.com/assets/products/1655460421_jalapeno-chicken_62ac5245b18e4-m.jpg,,,Jalapeno Chicken Large,539,43,42,21,1,324,"Brown Rice, Jalapeno Chicken* (Chicken Thigh, Jalapeno Peppers), Cheddar Cheese"
https://readyfitgo.com/assets/products/1655460421_jalapeno-chicken_62ac5245b18e4-m.jpg,,,Jalapeno Chicken Small,405,32,28,18,1,282,"Brown Rice, Jalapeno Chicken* (Chicken Thigh, Jalapeno Peppers), Cheddar Cheese"
https://readyfitgo.com/assets/products/1695070667_koreanbeef_6508b9cb63459-m.jpg,,,Korean Beef Large,575,42,53,20,10,801,"White Rice, Korean Beef* (Beef, Soy Sauce, Brown Sugar, Sauce, hot chili, Sriracha, Ginger root, Garlic), Egg, Carrots, Cucumber"
https://readyfitgo.com/assets/products/1695070667_koreanbeef_6508b9cb63459-m.jpg,,,Korean Beef Small,452,32,43,16,8,595,"White Rice, Korean Beef* (Beef, Soy Sauce, Brown Sugar, Sauce, hot chili, Sriracha, Ginger root, Garlic), Egg, Carrots, Cucumber"
https://readyfitgo.com/assets/products/1655460967_lean-lemon-turkey-3_62ac54678f695-m.jpg,,,Lean Lemon Turkey Large,450,29,50,14,2,400,"Brown Rice, Lemon Turkey* (Ground Turkey 90/10 , Lemon Juice, Lemon Pepper ), Asparagus, Lemon"
https://readyfitgo.com/assets/products/1655460967_lean-lemon-turkey-3_62ac54678f695-m.jpg,,,Lean Lemon Turkey Small,330,21,39,10,2,280,"Brown Rice, Lemon Turkey* (Ground Turkey 90/10 , Lemon Juice, Lemon Pepper ), Asparagus, Lemon"
https://readyfitgo.com/assets/products/1655460813_lemon-pepper-chicken_62ac53cd5f7e8-m.jpg,,,Lemon Pepper Chicken Large,317,38,33,9,3,463,"Red Potatoes prepared* (Potatoes, Red Potato Seasoning* (Garlic Powder, Paprika, Sea Salt , Black Pepper)), Lemon Pepper Chicken* 
(Chicken Thigh, Water, Onions, Coriander leaves, Garlic, Lemon Juice, Lemon Pepper), Spinach"
https://readyfitgo.com/assets/products/1655460813_lemon-pepper-chicken_62ac53cd5f7e8-m.jpg,,,Lemon Pepper Chicken Small,266,29,33,6,3,371,"Red Potatoes prepared* (Potatoes, Red Potato Seasoning* (Garlic Powder, Paprika, Sea Salt , Black Pepper)), Lemon Pepper Chicken*
 (Chicken Thigh, Water, Onions, Coriander leaves, Garlic, Lemon Juice, Lemon Pepper), Spinach"
https://readyfitgo.com/assets/products/1655460980_look-good-naked-chicken-2_62ac547491a85-m.jpg,,,Look Good Naked Chicken Large,223,33,14,4,4,942,"Seasoned Vegetable Mix* (Squash, Carrots, Sea Salt ), Basic Chicken* (Chicken, Garlic Powder, Paprika, Onion Powder, Sea Salt , Black Pepper), Parsley)"
https://readyfitgo.com/assets/products/1655460980_look-good-naked-chicken-2_62ac547491a85-m.jpg,,,Look Good Naked Chicken Small,157,23,10,3,3,667,"Seasoned Vegetable Mix* (Squash, Carrots, Sea Salt ), Basic Chicken* (Chicken, Garlic Powder, Paprika, Onion Powder, Sea Salt , Black Pepper), Parsley)"
https://readyfitgo.com/assets/products/1715113905_mediterraneanbowl_663a8fb19ce51-m.jpg,,,Mediterranean Chicken Bowl Large,494,41,63,8,5,469,"Brown Rice, Basic Chicken* (Chicken, Garlic Powder, Paprika, Onion Powder, Salt & Pepper Blend* (Sea Salt , Black Pepper), Parsley), 
Hummus* (Chickpeas, Extra Virgin Olive Oil , Tahini Paste , Garlic, Cumin seed), Cucumber, Cherry Tomato, Pickled Onions* (Rice Vinegar, Onions, Lemon Juice, Agave Syrup, Pickling Spice)"
https://readyfitgo.com/assets/products/1715113905_mediterraneanbowl_663a8fb19ce51-m.jpg,,,Mediterranean Chicken Bowl Small,439,31,62,7,5,340,"Brown Rice, Basic Chicken* (Chicken, Garlic Powder, Paprika, Onion Powder, Salt & Pepper Blend* (Sea Salt , Black Pepper), Parsley), 
Hummus* (Chickpeas, Extra Virgin Olive Oil , Tahini Paste , Garlic, Cumin seed), Cucumber, Cherry Tomato, Pickled Onions* (Rice Vinegar, Onions, Lemon Juice, Agave Syrup, Pickling Spice)"
https://readyfitgo.com/assets/products/1685049866_995a0824_646fd20ad4a49-m.jpg,Vegetarian,Breakfast and Snack,Overnight Oats,387,24,54,9,24,119,"Overnight Oat Mix* (Unsweetened Almond Milk, Cereals, QUAKER, Quick Oats, Dry, Honey, Vanilla Protein Powder , Flaxseeds, Vanilla extract), Low Fat Vanilla Greek Yogurt, Blueberries, Strawberries"
https://readyfitgo.com/assets/products/1685049866_995a0824_646fd20ad4a49-m.jpg,Vegetarian,Breakfast and Snack,Overnight Oats Blueberry,359,21,50,9,21,108,"Overnight Oat Mix* (Unsweetened Almond Milk, Cereals, QUAKER, Quick Oats, Dry, Honey, Vanilla Protein Powder , Flaxseeds, Vanilla extract), Low Fat Vanilla Greek Yogurt, Frozen Blueberries, Strawberries"
https://readyfitgo.com/assets/products/1682708304_995a5073_644c1750c366f-m.jpg,Vegetarian,Breakfast and Snack,Peach Yogurt Parfait,213,14,25,7,20,55,"Low Fat Vanilla Greek Yogurt, Peaches, Granola"
https://readyfitgo.com/assets/products/1684529275_995a8346-2_6467e07b1dd9a-m.jpg,Vegetarian,Breakfast and Snack,Peanut Butter Chocolate Chip GoGo Bites - 5 Balls,513,22,44,32,23,37,"Coconut milk, Peanut Butter, Chocolate Chips , Oats, Protein Powder , Honey, Flaxseeds , Vanilla extract, Cinnamon"
https://readyfitgo.com/assets/products/1655461000_raspberry-greek-yogo-parfait-2_62ac5488f184f-m.jpg,Vegetarian,Breakfast and Snack,Raspberry Yogurt Parfait,236,15,28,8,20,63,"Low Fat Vanilla Greek Yogurt, Raspberries, Granola"
https://readyfitgo.com/assets/products/1655461083_salmon-alfredo_62ac54dbc878c-m.jpg,,,Salmon Alfredo Large,711,52,52,32,6,784,"Penne Pasta Alfredo GF* (Gluten-free Pasta, Alfredo Sauce Gluten Free* (Milk, Grated Parmesan Cheese, Unsalted Butter, Gluten Free Flour, Sea Salt, Black Pepper, Garlic Powder)), 
Salmon Teriyaki 6oz* (Salmon, Teriyaki Sauce Gluten Free* (Water, Soy Sauce, Dark Brown Sugar, Rice Vinegar, Ground ginger, Honey)), Lemon, Parsley"
https://readyfitgo.com/assets/products/1655461083_salmon-alfredo_62ac54dbc878c-m.jpg,,,Salmon Alfredo Small,562,40,42,25,5,668,"Penne Pasta Alfredo GF* (Gluten-free Pasta, Alfredo Sauce Gluten Free* (Milk, Grated Parmesan Cheese, Unsalted Butter, Gluten Free Flour, Sea Salt, Black Pepper, Garlic Powder)), 
Salmon Teriyaki 6oz* (Salmon, Teriyaki Sauce Gluten Free* (Water, Soy Sauce, Dark Brown Sugar, Rice Vinegar, Ground ginger, Honey)), Lemon, Parsley"
https://readyfitgo.com/assets/products/1655460712_salmon-salad_62ac536824ae5-m.jpg,,,Salmon Salad,570,35,19,40,9,530,"Salad Mix* (Lettuce), Salmon Blackened 4.5oz* (Salmon, Blackened Seasoning* (Paprika, Onion Powder, Cayenne Pepper, Sea Salt , Black Pepper, Garlic Powder, Oregano, Parsley)), Sweet Onions, Balsamic Vinaigrette Dressing,  Almonds"
https://readyfitgo.com/assets/products/1655460773_sheperds-pie_62ac53a553688-m.jpg,,,Sheppard's Pie Large,460,32,41,19,6,1030,"Mashed Potatoes* (Red Potatoes, Unsweetened Almond Milk, Unsalted Butter, Salt & Pepper Blend* (Sea Salt , Black Pepper)), Nola Turkey* (Ground Turkey 90/10 , Nola Spice Blend* (Paprika, Garlic Powder, Sea Salt , Onion Powder, Black Pepper)), Peas and Carrots, Cheddar Cheese"
https://readyfitgo.com/assets/products/1655460773_sheperds-pie_62ac53a553688-m.jpg,,,Sheppard's Pie Small,350,24,31,15,5,760,"Mashed Potatoes* (Red Potatoes, Unsweetened Almond Milk, Unsalted Butter, Salt & Pepper Blend* (Sea Salt , Black Pepper)), Nola Turkey* (Ground Turkey 90/10 , Nola Spice Blend* (Paprika, Garlic Powder, Sea Salt , Onion Powder, Black Pepper)), Peas and carrots, Cheddar Cheese"
https://readyfitgo.com/assets/products/1685646715_12-imgl3819_6478ed7b539a8-m.jpg,,,Shrimp Fried Rice Large,523,55,53,10,2,615,"Fried Rice* (Brown Rice, Egg, whole, cooked, scrambled, Bellpepper , Peas and carrots, frozen, boiled, drained, without salt, Soy Sauce), 
Shrimp for Tacos* (Shrimps, Lemon Juice, Paprika, Garlic Powder), Sausage, chicken or turkey, Italian style,  lower sodium"
https://readyfitgo.com/assets/products/1685646715_12-imgl3819_6478ed7b539a8-m.jpg,,,Shrimp Fried Rice Small,411,42,41,8,2,517,"Fried Rice* (Brown Rice, Egg, whole, cooked, scrambled, Bellpepper , Peas and carrots, frozen, boiled, drained, without salt, Soy Sauce), 
Shrimp for Tacos* (Shrimps, Lemon Juice, Paprika, Garlic Powder), Sausage, chicken or turkey, Italian style,  lower sodium"
https://readyfitgo.com/assets/products/1655460909_southern-shrimp-and-grits_62ac542ddcfe6-m.jpg,,,Shrimp N' Grits,447,37,27,22,2,728,"Grits Prepared* (Water, Cereals, corn grits, white, regular and quick, enriched, dry, Cheddar Cheese, Sea Salt ), 
Shrimp for Tacos* (Shrimps, Lemon Juice, Paprika, Garlic Powder), Mushrooms and Asparagus Mix* (Sautéed Mushrooms* (White Mushrooms, Extra Virgin Olive Oil ), Asparagus)"
https://readyfitgo.com/assets/products/1655460645_shrimp-tacos_62ac5325e3297-m.jpg,,,Shrimp Tacos,215,23,28,2,4,306,"Shrimp for Tacos* (Shrimps, Lemon Juice, Paprika, Garlic Powder), Red Salsa* (Red Tomatoes, Jalapeno Peppers, Onions, Cilantro, Salt, Black Pepper), 
Tortillas, Red Cabbage, Pickled Onions* (Rice Vinegar, Agave Syrup, Pickling Spice)"
https://readyfitgo.com/assets/products/1685646321_17-imgl3836_6478ebf11cd62-m.jpg,,Breakfast,Southwest Scrambler Large,430,33,15,26,4,950,"Nola Turkey* (Ground Turkey, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), Egg scrambled, 
Pico de Gallo* (Red Tomatoes, Onions, Jalapeno, Cilantro fresh, Salt, Black Pepper), Corn & Jalapeno Mix* (Corn, Jalapeno), Bellpepper, Cheddar Cheese"
https://readyfitgo.com/assets/products/1685646321_17-imgl3836_6478ebf11cd62-m.jpg,,Breakfast,Southwest Scrambler Small,390,29,14,23,4,790,"Egg scrambled, Nola Turkey* (Ground Turkey, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), 
Corn & Jalapeno Mix* (Corn, Jalapeno), Pico de Gallo* (Red Tomatoes, Onions, Jalapeno, Cilantro fresh, Salt, Black Pepper), Bellpepper, Cheddar Cheese"
https://readyfitgo.com/assets/products/1655460960_caveman-copy_62ac5460456ad-m.jpg,,,Steak & Sweet Potato Large,436,39,49,9,4,467,"Steak (Tri Tip) Diced* (Beef, Worcestershire Sauce, Teriyaki Sauce Gluten Free* (Water, Honey, Soy Sauce, Dark Brown Sugar , 
Rice Vinegar , Garlic Powder, Gluten Free Flour , Ground ginger), Steak Seasoning ), Sweet Potatoes Mashed (Yams), Broccoli"
https://readyfitgo.com/assets/products/1655460960_caveman-copy_62ac5460456ad-m.jpg,,,Steak & Sweet Potato Small,363,28,48,7,3,341,"Sweet Potatoes Mashed (Yams)*, Steak (Tri Tip) Diced* (Beef, Worcestershire Sauce, Teriyaki Sauce Gluten Free* 
(Water, Honey, Soy Sauce, Dark Brown Sugar , Rice Vinegar , Garlic Powder, Gluten Free Flour , Ground ginger), Steak Seasoning ), Broccoli"
https://readyfitgo.com/assets/products/1655461156_steak-eggs_62ac552474c9a-m.jpg,,Breakfast,Steak and Egg Small,443,38,32,17,5,535,"Red Potatoes prepared* (Potatoes, Red Potato Seasoning* (Garlic Powder, Paprika, Sea Salt, Black Pepper)), 
Steak (Tri Tip) Diced* (Beef, Worcestershire Sauce, Teriyaki Sauce Gluten Free* (Water, Honey, Soy Sauce, Dark Brown Sugar, Rice Vinegar, Gluten Free Flour, Ground ginger), Steak Seasoning), Egg, whole, cooked, scrambled"
https://readyfitgo.com/assets/products/1655461156_steak-eggs_62ac552474c9a-m.jpg,,Breakfast,Steak and Eggs Large,516,48,33,20,6,661,"Red Potatoes prepared* (Potatoes, Red Potato Seasoning* (Garlic Powder, Paprika, Sea Salt, Black Pepper)), 
Steak (Tri Tip) Diced* (Beef, Worcestershire Sauce, Teriyaki Sauce Gluten Free* (Water, Honey, Soy Sauce, Dark Brown Sugar, Rice Vinegar, Gluten Free Flour, Ground ginger), Steak Seasoning), Egg, whole, cooked, scrambled"
https://readyfitgo.com/assets/products/1655460826_steak-salad_62ac53dad143c-m.jpg,,,Steak Salad,520,38,19,33,10,1050,"Salad Mix* (Lettuce), Steak (Tri Tip) Diced* (Beef, Worcestershire Sauce, Teriyaki Sauce Gluten Free* (Water, Honey, Soy Sauce, Dark Brown Sugar , Rice Vinegar , Garlic Powder, Gluten Free Flour , Ground ginger), Steak Seasoning ), Onions, Balsamic Vinaigrette Dressing, Blue Cheese, Red Tomatoes"
https://readyfitgo.com/assets/products/1655460763_steel-cut-oats_62ac539b3e035-m.jpg,Vegan and Vegetarian,Breakfast,Steel Cut Oats,131,4,22,3,3,152,"Steel Cut Oats (cooked), Unsweetened Almond Milk, Strawberries, Blueberries"
https://readyfitgo.com/assets/products/1655460953_sweet-potato-smart-chicken-2_62ac5459a52a2-m.jpg,,,Sweet Potato Chicken Large,377,35,50,4,2,478,"Basic Chicken* (Chicken, Garlic Powder, Paprika, Onion Powder, Salt & Pepper Blend* (Sea Salt , Black Pepper), Parsley), Sweet Potatoes Mashed (Yams)*, Broccoli"
https://readyfitgo.com/assets/products/1655460953_sweet-potato-smart-chicken-2_62ac5459a52a2-m.jpg,,,Sweet Potato Chicken Small,322,26,48,3,2,348,"Sweet Potatoes Mashed (Yams)*, Basic Chicken* (Chicken, Garlic Powder, Paprika, Onion Powder, Salt & Pepper Blend* (Sea Salt , Black Pepper), Parsley), Broccoli"
https://readyfitgo.com/assets/products/1655460833_mushroom-swiss-burger-2_62ac53e188118-m.jpg,,,Swiss Mushroom Burger,517,51,13,30,6,239,"Spinach Mushroom Blend* (Spinach, Onions, Sun-dried Tomatoes, Sautéed Mushrooms* (White Mushrooms, Extra Virgin Olive Oil )), Ground Beef, Extra Virgin Olive Oil ), Swiss Cheese"
https://readyfitgo.com/assets/products/1655460820_taco-rice_62ac53d4a2e42-m.jpg,,,Taco Rice Large,540,32,48,22,1,740,"Brown Rice, Taco Turkey* (Ground Turkey, Water, Seasoning mix, dry, taco, original), Cheddar Cheese, Green Onions"
https://readyfitgo.com/assets/products/1655460820_taco-rice_62ac53d4a2e42-m.jpg,,,Taco Rice Small,420,25,36,18,1,570,"Brown Rice, Taco Turkey* (Ground Turkey, Water, Seasoning mix, dry, taco, original), Cheddar Cheese, Green Onions"
https://readyfitgo.com/assets/products/1684518087_995a3503_6467b4c72488e-m.jpg,,,Taco Salad,640,33,61,30,19,1240,"Salad Mix* (Lettuce), Taco Turkey* (Ground Turkey, Water, Seasoning mix, dry, taco, original), Kidney Beans, Tortilla Chips Tri-Color Strips, Corn, Cherry Tomato, Cilantro Jalapeno Ranch* (Ranch Dressing, Jalapeno, Cilantro, Lemon Juice), Barbecue Sauce"
https://readyfitgo.com/assets/products/1655460859_teriyaki-chicken-3_62ac53fb1b6b0-m.jpg,,,Teriyaki Chicken Bowl Large,541,50,70,7,19,1184,"Brown Rice, Capitol Chicken* (Chicken Breast, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), 
Broccoli, Teriyaki Sauce Gluten Free* (Water, Honey, Soy Sauce, Dark Brown Sugar , Rice Vinegar , Gluten Free Flour , Ground ginger)"
https://readyfitgo.com/assets/products/1655460859_teriyaki-chicken-3_62ac53fb1b6b0-m.jpg,,,Teriyaki Chicken Bowl Small,422,36,59,5,19,1012,"Brown Rice, Capitol Chicken* (Chicken, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), Broccoli, 
Teriyaki Sauce Gluten Free* (Water, Soy Sauce, Rice Vinegar , Dark Brown Sugar , Gluten Free Flour , Ground ginger)"
https://readyfitgo.com/assets/products/1684518125_995a0293_6467b4edd8203-m.jpg,,,Teriyaki Salmon Large,384,38,8,21,5,169,"Salmon Teriyaki 6oz* (Salmon, Teriyaki Sauce Gluten Free* (Water, Soy Sauce, Dark Brown Sugar , Rice Vinegar , Garlic Powder, Gluten Free Flour , Ground ginger, Honey)), 
Mango Salsa* (Mangos, Jalapeno, Bellpepper ), Edamame, Lemon, Ancient Grains (Quinoa, Green Chickpea, Kale, Olive Oil, Sea Salt, Black Pepper)"
https://readyfitgo.com/assets/products/1684518125_995a0293_6467b4edd8203-m.jpg,,,Teriyaki Salmon Small,294,29,7,16,5,126,"Salmon Teriyaki * (Salmon, Teriyaki Sauce Gluten Free* (Water, Soy Sauce, Rice Vinegar , Dark Brown Sugar , Gluten Free Flour , Garlic Powder, Ground ginger)),
 Mango Salsa* (Mangos, Jalapeno, Bellpepper ), Edamame, Lemon, Ancient Grains (Quinoa, Green Chickpea, Kale, Olive Oil, Sea Salt, Black Pepper)"
https://readyfitgo.com/assets/products/1715112672_turkeyburger_663a8ae0c024e-m.jpg,,,Turkey Burger,650,33,72,27,16,1160,"Sweet Potatoes & Peppers* (Sweet potato, Diced Bell Pepper Mix* (Bell Pepper, Extra Virgin Olive Oil , Salt & Pepper Blend* (Sea Salt , Black Pepper))), Turkey Burger Mix* (Ground Turkey 90/10 , Onions, Ketchup , Worcestershire Sauce, Salt & Pepper Blend* (Sea Salt , Black Pepper)), UDI'S, Gluten Free Burger Bun, Cheddar Cheese"
https://readyfitgo.com/assets/products/1655460974_vinnys-fit-pasta-5_62ac546e81578-m.jpg,,,Turkey Fit Pasta Large,520,30,58,17,9,1340,"Elbow Pasta Marinara* (Gluten-free Pasta, Marinara Sauce), Nola Turkey* (Ground Turkey, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), Grated Parmesan Cheese"
https://readyfitgo.com/assets/products/1655460974_vinnys-fit-pasta-5_62ac546e81578-m.jpg,,,Turkey Fit Pasta Small,380,22,44,12,7,970,"Elbow Pasta Marinara* (Gluten-free Pasta, Marinara Sauce), Nola Turkey* (Ground Turkey, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), Grated Parmesan Cheese"
https://readyfitgo.com/assets/products/1686867000_995a5048_648b8c38f2bce-m.jpg,,,Turkey Lasagna,270,17,26,11,7,400,"Marinara Sauce, Nola Turkey* (Ground Turkey, Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), Water, Shredded Mozzarella Cheese, White Mushrooms, Zucchini Summer Squash, Ricotta Cheese, Gluten-free Pasta)"
https://readyfitgo.com/assets/products/1655460699_get-yo-mac-on_62ac535b24e3e-m.jpg,,,Turkey Mac & Cheese Large,640,36,61,26,1,1040,"Gluten-free Pasta, Nola Turkey* (Ground Turkey 90/10 , Nola Spice Blend* (Paprika, Garlic Powder, Sea Salt , Onion Powder, Black Pepper)), Cheddar Cheese, Onions"
https://readyfitgo.com/assets/products/1655460699_get-yo-mac-on_62ac535b24e3e-m.jpg,,,Turkey Mac & Cheese Small,490,28,43,21,1,790,"Gluten-free Pasta, Nola Turkey* (Ground Turkey 90/10 , Nola Spice Blend* (Paprika, Garlic Powder, Sea Salt , Onion Powder, Black Pepper)), Cheddar Cheese, Onions"
https://readyfitgo.com/assets/products/1655460693_turkey-meatball-zoodles_62ac53555578a-m.jpg,,,Turkey Meatball Zoodles Large,370,33,19,18,9,1130,"Zoodles Marinara* (Summer Squash, Sauce, Marinara Sauce), Turkey Meatballs* (Ground Turkey 90/10 , Parsley, Garlic Powder, Sea Salt ), Parmesan Cheese, Parsley"
https://readyfitgo.com/assets/products/1655460693_turkey-meatball-zoodles_62ac53555578a-m.jpg,,,Turkey Meatball Zoodles Small,280,25,13,14,5,840,"Zoodles Marinara* (Summer Squash, Sauce, Marinara Sauce), Turkey Meatballs* (Ground Turkey 90/10 , Parsley, Garlic Powder, Sea Salt ), Parmesan Cheese, Parsley"
https://readyfitgo.com/assets/products/1655461090_turkey-chili-mac_62ac54e28e3bd-m.jpg,,,Turkeylicious Chili Large,430,35,43,14,13,940,"Turkey Chili* (Ground Turkey, Tomato diced, Chicken broth, Black Beans Tomato Paste, Corn, Bell Pepper , Salt & Pepper Blend* (Sea Salt , Black Pepper), Garlic Powder, Chili powder, Onion Powder, Paprika, Cumin)"
https://readyfitgo.com/assets/products/1685320013_995a0311_6473f14d0e793-m.jpg,Vegan and Vegetarian,,Vegan Carrot Curry Large,465,8,71,18,10,700,"Curry Mix vegan* (Coconut milk, canned, Baby Carrots, Tomato Puree, Thai Curry Paste , Agave Syrup, Salt & Pepper Blend* (Sea Salt , Black Pepper)), White Rice"
https://readyfitgo.com/assets/products/1685320013_995a0311_6473f14d0e793-m.jpg,Vegan and Vegetarian,,Vegan Carrot Curry Small,331,6,49,13,8,525,"Curry Mix vegan* (Coconut milk, canned, Baby Carrots, Tomato Puree, Thai Curry Paste , Agave Syrup, Salt & Pepper Blend* (Sea Salt , Black Pepper)), White Rice"
https://readyfitgo.com/assets/products/1655460455_vegan-enchilada_62ac52675c982-m.jpg,Vegan and Vegetarian,,Vegan Enchilada,483,20,67,16,14,796,"Spanish Salsa Rice* (Brown Rice, Red Salsa* (Red Tomatoes, Jalapeno Peppers, Onions, Cilantro, Lemon Juice, Salt, Black Pepper)), Vegan Enchilada Beyond Mix* 
(Beyond Burger Patty , Coriander leaves, Lime juice, Steak Seasoning ), Vegan Cheese, Tortillas, Enchilada Sauce* (Peppers, hot chile, sun-dried, Garlic)"
https://readyfitgo.com/assets/products/1655461034_veggie-mac-3_62ac54aaeaeb6-m.jpg,Vegan and Vegetarian,,Vegan Get Yo Mac On,437,22,47,18,4,760,"Gluten-free Pasta, Vegan Nola* (Beyond Burger Patty , Nola Spice Blend* (Paprika, Garlic Powder, Sea Salt , Onion Powder, Black Pepper)), Vegan Cheese, Onions"
https://readyfitgo.com/assets/products/1655460739_vegan-lasagna_62ac538377154-m.jpg,Vegan and Vegetarian,,Vegan Lasagna,252,9,45,5,9,565,"Sauce, pasta, spaghetti/marinara, ready-to-serve, Gluten-free Pasta, Squash, Water, White Mushrooms, Tofu, Vegan Cheese"
https://readyfitgo.com/assets/products/1685320342_995a0314_6473f296c4f1a-m.jpg,Vegan and Vegetarian,,Vegan Tikka Masala Large,426,9,65,16,7,152,"Masala Mix Vegan* (Coconut milk, Tomato Puree, Cauliflower, Onions, Red Bell Pepper, Garlic Powder, Agave Syrup, Sauce Curry Tikka Masala, Sea Salt, Cumin, Ginger, Coriander, Turmeric, Paprika), White Rice"
https://readyfitgo.com/assets/products/1685320342_995a0314_6473f296c4f1a-m.jpg,Vegan and Vegetarian,,Vegan Tikka Masala Small,301,6,45,12,5,114,"Masala Mix Vegan* (Coconut milk, Tomato Puree, Cauliflower, Onions, Red Bell Pepper, Garlic Powder, Agave Syrup, Sauce Curry Tikka Masala, Sea Salt, Cumin, Ginger, Coriander, Turmeric, Paprika), White Rice"
https://readyfitgo.com/assets/products/1655460733_vegan-vinnys-pasta_62ac537d8358b-m.jpg,Vegan and Vegetarian,,Vegan Vinny's Pasta,419,22,41,19,7,1068,"Elbow Pasta Marinara* (Gluten-free Pasta, Sauce, pasta, Marinara sauce), Vegan Nola* (Beyond Burger Patty , Nola Spice Blend* (Paprika, Garlic Powder, Onion Powder, Sea Salt , Black Pepper)), Vegan Cheese"
https://readyfitgo.com/assets/products/1687549524_995a0297_6495f654693f6-m.jpg,Vegan and Vegetarian,,Macrobiotic Bowl Large,410,14,56,16,8,630,"Kale, Red Cabbage, Brown Rice, Sweet potato, Quinoa prepared* (Water, Quinoa, Sea Salt , Garlic Powder), Seasoned Tofu* (Coconut milk, Tahini Paste , Tofu, Salt & Pepper Blend* (Sea Salt , Black Pepper), Turmeric, Chili powder, Paprika, Cumin seed, Oregano)"
https://readyfitgo.com/assets/products/1685646845_28-imgl3884_6478edfd19176-m.jpg,Vegetarian,Breakfast and Snack,Mango Parfait,240,15,30,7,24,60,"Low Fat Vanilla Greek Yogurt, Mangos, Granola"
https://readyfitgo.com/assets/products/1655460903_pepper-steak_62ac54279420c-m.jpg,,,Pepper Steak,400,37,37,11,4,950,"Pepper Steak* (Steak (Tri Tip) Diced* (Beef, Worcestershire Sauce, Teriyaki Sauce Gluten Free* (Water, Honey, Soy Sauce, Dark Brown Sugar, Rice Vinegar, Garlic Powder, Gluten Free Flour, Ground ginger), Steak Seasoning ), Soy Sauce, Steak Seasoning ), Brown Rice, Diced Bell Pepper Mix* (Bell Pepper, Extra Virgin Olive Oil , Salt & Pepper Blend* (Sea Salt , Black Pepper))"
https://readyfitgo.com/assets/products/1686203800_995a0279_64816d98808a8-m.jpg,,,Pepperoni Pizza (2 Servings/ Amount per serving),560,44,62,23,8,1550,"Cauliflower Pizza Crust, Marinara Sauce, Shredded Mozzarella Cheese, Pepperoncini"
https://readyfitgo.com/assets/products/1655460482_hawaiian-poke-bowl_62ac5282dd3a2-m.jpg,,,Hawaiian Poke ,250,32,24,3,7,1390,"Yellowfin Tuna, Poke Sauce* (Soy Sauce, Pineapple, Rice Vinegar, Lime juice, Garlic), Brown Rice, Cucumber, Pineapple, Edamame, Quinoa"
https://readyfitgo.com/assets/products/1655460934_devilish-egg-salad-2_62ac544650abd-m.jpg,,,Egg-O-Licious,250,12,13,17,1,400,"Egg Salad Mix* (Egg, Mayonnaise , Celery, Sea Salt , Garlic Powder, Cayenne Pepper), Celery, Saltine Crackers"
https://readyfitgo.com/assets/products/1655460427_mango-ceviche_62ac524b7811f-m.jpg,,,Mango Ceviche,220,21,28,3,9,190,"Ceviche* (Fish, tilapia, raw, Lemon Juice, Rice Vinegar , Salt & Pepper Blend* (Sea Salt , Black Pepper)), Quinoa prepared* (Water, Quinoa, Garlic Powder), Cucumber, Mangos, Onions, Rice crackers"